design,folder,part_a_source,part_b_source,printer,file_type,file_name,sku,theme,print_time_h,objects_pre_merge,color_changes,model_material_g,total_material_g,colors_used,per_color_g,time_add_per_wig_min,filament_per_unit_g,time_per_gram_min,waste_per_unit_g,throughput_wig_day,plate_utilization_pct,object_area_mm2,available_area_mm2,bed_area_mm2,exclusion_area_mm2,calibration_area_mm2,calibration_estimated,prime_tower_bbox,prime_tower_area_mm2,objects_on_plate,total_layers,print_height_mm,effective_layer_height_mm,variable_layer_height,layer_height_min_mm,layer_height_max_mm,layer_height_mean_mm,travel_distance_mm,travel_moves,travel_ratio_pct,retractions,z_hops,layers_gcode,total_extruded_filament_mm,feature_mix_pct,feature_filament_mm,prime_tower_filament_mm,support_filament_mm,outer_wall_loops,tool_changes_gcode,outer_loops_per_layer,layer_time_min_mean,layer_time_min_max,object_count_gcode,object_filament_mm_mean,object_filament_mm_min,object_filament_mm_max,color_changes_per_layer
X1C_Mouse_Farm,C:\ZB_Designs\Farm\X1C_Farm\X1C_Standard_Farm\X1C_Mouse_Farm,X1C_Mouse_Farm_Data.tsv,X1C_Mouse_Farm_Full.gcode.3mf,X1C,Standard,Mouse_Farm,,Farm,22.8,82,115,253.07,296.48,4,"[{""grams"": 5.03, ""color"": ""Esun Cold White""}, {""grams"": 13.24, ""color"": ""Esun Black""}, {""grams"": 203.66, ""color"": ""Esun Silver""}, {""grams"": 74.55, ""color"": ""Esun Bone White""}]",14.11,3.09,5.41,0.53,86.3,69.3,42567.2,61420.0,65536.0,504.0,3192.0,False,"[30.03, 15.0, 60.03, 29.0]",420.0,42,83,14.66,0.177,True,0.103,0.203,0.176,1809126.9,890285,40.1,742602,119861,83,177911.9,"{""outer_wall"": 36.8, ""infill"": 29.5, ""inner_wall"": 24.5, ""prime_tower"": 8.6, ""bridge"": 0.4, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 43623.4, ""outer_wall"": 65430.5, ""infill"": 52537.6, ""prime_tower"": 15383.7, ""overhang"": 58.9, ""bridge"": 736.2}",15383.7,0.0,53306,118,642.2,16.57,66.0,42,3868.0,1948.1,4003.5,1.39
X1C_Peacock_LEGENDARY_Farm,C:\ZB_Designs\Farm\X1C_Farm\X1C_Standard_Farm\X1C_Peacock_LEGENDARY_Farm,X1C_Peacock_LEGENDARY_Farm_Data.tsv,X1C_Peacock_LEGENDARY_Farm_Full.gcode.3mf,X1C,Standard,Peacock_LEGENDARY_Farm,,RARE Farm,67.1,108,234,542.26,660.97,4,"[{""grams"": 34.65, ""color"": ""Esun Cold White""}, {""grams"": 414.19, ""color"": ""Sunlu Silk (Blue)""}, {""grams"": 56.45, ""color"": ""Sunlu Silk (Light Gold)""}, {""grams"": 155.68, ""color"": ""Eryone Silk (RYB)""}]",32.59,5.02,7.42,1.1,38.6,74.7,45954.2,61490.6,65536.0,504.0,3192.0,False,"[29.27, 14.58, 50.77, 30.83]",349.4,55,131,25.57,0.195,True,0.117,0.2,0.168,4250307.4,1832914,43.3,1497922,248115,131,392028.8,"{""inner_wall"": 39.9, ""outer_wall"": 37.3, ""infill"": 11.7, ""prime_tower"": 10.6, ""bridge"": 0.3, ""overhang"": 0.1, ""other"": 0.0}","{""other"": 141.6, ""inner_wall"": 156341.9, ""outer_wall"": 146419.6, ""prime_tower"": 41700.6, ""infill"": 45744.4, ""bridge"": 1306.5, ""overhang"": 374.1}",41700.6,0.0,114120,237,871.1,30.89,65.0,55,6370.3,3321.7,6520.5,1.79
X1C_Pig_Farm,C:\ZB_Designs\Farm\X1C_Farm\X1C_Standard_Farm\X1C_Pig_Farm,X1C_Pig_Farm_Data.tsv,X1C_Pig_Farm_Full.gcode.3mf,X1C,Standard,Pig_Farm,,Farm,29.33,97,133,366.25,409.74,4,"[{""grams"": 8.32, ""color"": ""Esun Cold White""}, {""grams"": 35.72, ""color"": ""Esun Black""}, {""grams"": 347.57, ""color"": ""Esun Pink""}, {""grams"": 18.13, ""color"": ""Esun Magenta""}]",15.74,3.78,4.81,0.45,79.4,76.1,46675.0,61352.5,65536.0,504.0,3192.0,False,"[29.74, 15.0, 59.74, 31.25]",487.5,49,84,14.76,0.176,True,0.092,0.2,0.149,2459856.0,1235020,39.3,1046463,183393,84,257384.3,"{""outer_wall"": 42.9, ""inner_wall"": 26.2, ""infill"": 23.4, ""prime_tower"": 6.0, ""bridge"": 1.4, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 67406.0, ""outer_wall"": 110355.8, ""infill"": 60108.1, ""prime_tower"": 15461.2, ""overhang"": 230.1, ""bridge"": 3681.5}",15461.2,0.0,89713,136,1068.0,21.11,61.0,49,4936.0,2529.9,5015.0,1.58
X1C_Raccoon_Farm,C:\ZB_Designs\Farm\X1C_Farm\X1C_Standard_Farm\X1C_Raccoon_Farm,X1C_Raccoon_Farm_Data.tsv,X1C_Raccoon_Farm_Full.gcode.3mf,X1C,Standard,Raccoon_Farm,,Farm,27.33,64,153,281.26,346.04,4,"[{""grams"": 27.36, ""color"": ""Esun Cold White""}, {""grams"": 68.56, ""color"": ""Esun Black""}, {""grams"": 241.06, ""color"": ""Esun Gray""}, {""grams"": 9.06, ""color"": ""Esun Pink""}]",21.14,4.39,5.83,1.01,56.2,65.6,40224.0,61292.5,65536.0,504.0,3192.0,False,"[29.56, 15.0, 44.56, 51.5]",547.5,33,76,13.2,0.174,True,0.113,0.2,0.166,2222258.4,1176371,42.0,981435,168118,76,237418.0,"{""outer_wall"": 40.3, ""infill"": 25.0, ""inner_wall"": 24.3, ""prime_tower"": 9.6, ""bridge"": 0.7, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 57741.4, ""outer_wall"": 95561.3, ""infill"": 59332.7, ""prime_tower"": 22808.8, ""overhang"": 166.8, ""bridge"": 1665.4}",22808.8,0.0,81727,156,1075.4,21.76,53.0,33,6502.0,3366.8,6732.9,2.01
X1C_Rooster_Farm,C:\ZB_Designs\Farm\X1C_Farm\X1C_Standard_Farm\X1C_Rooster_Farm,X1C_Rooster_Farm_Data.tsv,X1C_Rooster_Farm_Full.gcode.3mf,X1C,Standard,Rooster_Farm,,Farm,40.2,133,206,484.6,581.4,4,"[{""grams"": 14.52, ""color"": ""Esun Cold White""}, {""grams"": 92.12, ""color"": ""Esun Dark Blue""}, {""grams"": 131.09, ""color"": ""Esun Red""}, {""grams"": 343.67, ""color"": ""Esun Gold""}]",15.12,3.64,4.98,0.73,79.4,77.8,47711.2,61352.5,65536.0,504.0,3192.0,False,"[29.88, 15.0, 59.88, 31.25]",487.5,64,128,24.45,0.191,True,0.141,0.2,0.181,3734785.8,1481137,43.4,1187616,207563,128,328944.0,"{""outer_wall"": 39.5, ""infill"": 29.1, ""inner_wall"": 20.2, ""prime_tower"": 10.4, ""bridge"": 0.7, ""other"": 0.0, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 66549.4, ""outer_wall"": 130055.3, ""infill"": 95604.6, ""prime_tower"": 34121.7, ""overhang"": 8.5, ""bridge"": 2463.0}",34121.7,0.0,98738,209,771.4,18.92,56.0,64,4606.4,2237.1,6720.5,1.61
X1C_Scarecrow_EPIC_Farm,C:\ZB_Designs\Farm\X1C_Farm\X1C_Standard_Farm\X1C_Scarecrow_EPIC_Farm,X1C_Scarecrow_EPIC_Farm_Data.tsv,X1C_Scarecrow_EPIC_Farm_Full.gcode.3mf,X1C,Standard,Scarecrow_EPIC_Farm,,RARE Farm,47.47,88,204,345.4,431.36,4,"[{""grams"": 42.88, ""color"": ""Esun Cold White""}, {""grams"": 160.51, ""color"": ""Sunlu Silk (Blue)""}, {""grams"": 101.76, ""color"": ""Sunlu Silk (Light Gold)""}, {""grams"": 126.21, ""color"": ""Esun Bone White""}]",27.82,3.92,8.25,0.98,44.5,72.9,44457.5,61007.5,65536.0,504.0,3192.0,False,"[29.61, 15.0, 74.61, 33.5]",832.5,45,83,14.43,0.174,True,0.08,0.2,0.139,3689916.1,1698734,50.8,1432067,229108,83,306542.8,"{""outer_wall"": 41.8, ""inner_wall"": 27.7, ""infill"": 20.1, ""prime_tower"": 9.9, ""bridge"": 0.4, ""other"": 0.0, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 84924.7, ""outer_wall"": 128277.5, ""infill"": 61737.8, ""prime_tower"": 30221.7, ""overhang"": 2.0, ""bridge"": 1237.5}",30221.7,0.0,104391,207,1257.7,34.6,75.0,45,6140.3,3107.0,6318.0,2.46
X1C_Skunk_Farm,C:\ZB_Designs\Farm\X1C_Farm\X1C_Standard_Farm\X1C_Skunk_Farm,X1C_Skunk_Farm_Data.tsv,X1C_Skunk_Farm_Full.gcode.3mf,X1C,Standard,Skunk_Farm,,Farm,25.6,63,104,275.14,330.51,3,"[{""grams"": 48.35, ""color"": ""Esun Cold White""}, {""grams"": 255.25, ""color"": ""Esun Black""}, {""grams"": 26.91, ""color"": ""Esun Pink""}]",20.92,4.37,5.58,0.88,59.1,67.9,41626.2,61345.0,65536.0,504.0,3192.0,False,"[41.29, 15.0, 86.29, 26.0]",495.0,32,85,14.02,0.165,True,0.085,0.2,0.159,2064214.3,1050367,39.9,886255,157481,85,219073.1,"{""outer_wall"": 37.7, ""inner_wall"": 27.7, ""infill"": 24.7, ""prime_tower"": 8.8, ""bridge"": 0.9, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""prime_tower"": 19350.5, ""inner_wall"": 60780.9, ""outer_wall"": 82644.6, ""infill"": 54077.3, ""overhang"": 94.5, ""bridge"": 1983.6}",19350.5,0.0,68361,107,804.2,18.19,50.0,32,6238.5,3170.9,6382.0,1.22
X1C_Snake_Farm,C:\ZB_Designs\Farm\X1C_Farm\X1C_Standard_Farm\X1C_Snake_Farm,X1C_Snake_Farm_Data.tsv,X1C_Snake_Farm_Full.gcode.3mf,X1C,Standard,Snake_Farm,,Farm,25.35,91,107,300.79,351.39,4,"[{""grams"": 17.66, ""color"": ""Esun Cold White""}, {""grams"": 10.97, ""color"": ""Esun Black""}, {""grams"": 213.68, ""color"": ""Esun Peak Green""}, {""grams"": 109.08, ""color"": ""Esun Yellow""}]",14.37,3.31,5.06,0.56,86.2,77.2,47420.2,61412.5,65536.0,504.0,3192.0,False,"[29.51, 15.0, 74.51, 24.5]",427.5,46,65,11.44,0.176,True,0.094,0.2,0.172,2070581.6,1221371,39.6,1020587,150524,65,218128.2,"{""outer_wall"": 42.1, ""infill"": 28.0, ""inner_wall"": 21.1, ""prime_tower"": 8.2, ""bridge"": 0.6, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 46089.8, ""outer_wall"": 91737.3, ""infill"": 60980.3, ""prime_tower"": 17784.2, ""bridge"": 1323.2, ""overhang"": 71.7}",17784.2,0.0,72139,110,1109.8,23.67,62.0,46,4353.7,2211.9,4421.9,1.65
X1C_BabyDragon_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_BabyDragon_Fantasy,X1C_BabyDragon_Fantasy_Data.tsv,X1C_BabyDragon_Fantasy_Full.gcode.3mf,X1C,Standard,BabyDragon_Fantasy,,Fantasy,28.93,71,147,275.87,346.54,4,"[{""grams"": 14.85, ""color"": ""Esun Cold White""}, {""grams"": 11.46, ""color"": ""Esun Black""}, {""grams"": 261.19, ""color"": ""Esun Blue""}, {""grams"": 59.04, ""color"": ""Esun Bone White""}]",20.37,3.89,6.29,1.0,58.9,73.6,45151.0,61352.5,65536.0,504.0,3192.0,False,"[29.84, 15.0, 59.84, 31.25]",487.5,36,86,15.27,0.178,True,0.093,0.2,0.159,2266855.0,1419880,43.1,1227044,187905,86,251108.5,"{""outer_wall"": 40.6, ""infill"": 24.5, ""inner_wall"": 23.9, ""prime_tower"": 9.9, ""bridge"": 1.0, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 60009.6, ""outer_wall"": 102065.7, ""infill"": 61538.5, ""prime_tower"": 24737.8, ""overhang"": 213.0, ""bridge"": 2402.3}",24737.8,0.0,89463,150,1040.3,20.32,57.0,36,6286.5,3203.0,6448.3,1.71
X1C_BabyDragon_RARE_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_BabyDragon_RARE_Fantasy,X1C_BabyDragon_RARE_Fantasy_Data.tsv,X1C_BabyDragon_RARE_Fantasy_Full.gcode.3mf,X1C,Standard,BabyDragon_RARE_Fantasy,,RARE Fantasy,33.93,71,146,280.07,357.89,4,"[{""grams"": 19.38, ""color"": ""Esun Cold White""}, {""grams"": 9.12, ""color"": ""Esun Black""}, {""grams"": 273.36, ""color"": ""Esun Red""}, {""grams"": 56.03, ""color"": ""Sunlu Silk (Blue)""}]",24.26,3.94,7.27,1.1,50.2,73.7,45230.5,61352.5,65536.0,504.0,3192.0,False,"[30.4, 15.0, 60.4, 31.25]",487.5,36,86,15.27,0.178,True,0.093,0.2,0.159,2387810.7,1418807,44.0,1226531,188261,86,255432.7,"{""outer_wall"": 40.2, ""infill"": 24.6, ""inner_wall"": 23.5, ""prime_tower"": 10.6, ""bridge"": 0.8, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 60073.4, ""outer_wall"": 102748.1, ""infill"": 62960.3, ""prime_tower"": 27201.0, ""overhang"": 155.1, ""bridge"": 2153.2}",27201.0,0.0,89190,149,1037.1,23.85,48.0,36,6338.5,3175.0,6519.7,1.7
X1C_CuteDevil_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_CuteDevil_Fantasy,X1C_CuteDevil_Fantasy_Data.tsv,X1C_CuteDevil_Fantasy_Full.gcode.3mf,X1C,Standard,CuteDevil_Fantasy,,Fantasy,24.37,84,144,245.06,320.59,4,"[{""grams"": 64.93, ""color"": ""Esun Cold White""}, {""grams"": 45.45, ""color"": ""Esun Black""}, {""grams"": 202.13, ""color"": ""Esun Red""}, {""grams"": 8.08, ""color"": ""Esun Light Blue""}]",13.9,2.92,5.97,0.9,82.7,69.1,42202.2,61082.5,65536.0,504.0,3192.0,False,"[40.14, 15.0, 70.14, 40.25]",757.5,43,72,11.65,0.162,True,0.08,0.21,0.161,2324437.1,968032,47.3,804969,135383,72,197420.6,"{""outer_wall"": 40.1, ""infill"": 23.9, ""inner_wall"": 22.1, ""prime_tower"": 13.4, ""bridge"": 0.5, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 43581.5, ""outer_wall"": 79108.9, ""infill"": 47221.1, ""prime_tower"": 26357.0, ""overhang"": 9.1, ""bridge"": 1001.4}",26357.0,0.0,57775,147,802.4,20.45,66.0,43,3977.4,2013.3,4090.7,2.0
X1C_CuteDevil_RARE_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_CuteDevil_RARE_Fantasy,X1C_CuteDevil_RARE_Fantasy_Data.tsv,X1C_CuteDevil_RARE_Fantasy_Full.gcode.3mf,X1C,Standard,CuteDevil_RARE_Fantasy,,RARE Fantasy,33.63,84,141,251.21,324.68,4,"[{""grams"": 64.09, ""color"": ""Esun Cold White""}, {""grams"": 45.76, ""color"": ""Esun Black""}, {""grams"": 207.99, ""color"": ""Sunlu Silk (Red)""}, {""grams"": 6.84, ""color"": ""Esun Light Blue""}]",20.43,2.99,8.03,0.87,59.9,69.1,42238.5,61082.5,65536.0,504.0,3192.0,False,"[30.15, 15.0, 60.15, 40.25]",757.5,43,72,11.63,0.162,True,0.082,0.21,0.157,2453516.1,941869,47.7,767491,128975,72,194122.9,"{""outer_wall"": 38.1, ""infill"": 25.8, ""inner_wall"": 22.2, ""prime_tower"": 13.2, ""bridge"": 0.6, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 43163.7, ""outer_wall"": 73913.5, ""infill"": 50098.7, ""prime_tower"": 25639.8, ""bridge"": 1158.3, ""overhang"": 7.3}",25639.8,0.0,57094,144,793.0,28.25,58.0,43,3917.3,1998.7,4039.4,1.96
X1C_Cyclops_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_Cyclops_Fantasy,X1C_Cyclops_Fantasy_Data.tsv,X1C_Cyclops_Fantasy_Full.gcode.3mf,X1C,Standard,Cyclops_Fantasy,,Fantasy,24.93,40,138,254.33,311.29,4,"[{""grams"": 15.47, ""color"": ""Esun Cold White""}, {""grams"": 6.52, ""color"": ""Esun Black""}, {""grams"": 206.39, ""color"": ""Esun Beige""}, {""grams"": 82.91, ""color"": ""Esun Brown""}]",31.23,6.36,5.88,1.42,38.5,68.8,42053.0,61082.5,65536.0,504.0,3192.0,False,"[27.68, 42.33, 57.68, 67.58]",757.5,42,85,11.84,0.139,True,0.081,0.2,0.105,2084150.7,1004177,41.6,826311,139456,85,198342.6,"{""outer_wall"": 40.8, ""infill"": 26.0, ""inner_wall"": 22.7, ""prime_tower"": 10.1, ""bridge"": 0.3, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 44925.4, ""outer_wall"": 80959.4, ""infill"": 51620.5, ""prime_tower"": 20111.1, ""overhang"": 3.8, ""bridge"": 580.6}",20111.1,0.0,64228,141,755.6,17.71,70.0,42,4242.5,2163.3,4360.1,1.62
X1C_DragonHatchling_EPIC_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_DragonHatchling_EPIC_Fantasy,X1C_DragonHatchling_EPIC_Fantasy_Data.tsv,X1C_DragonHatchling_EPIC_Fantasy_Full.gcode.3mf,X1C,Standard,DragonHatchling_EPIC_Fantasy,,RARE Fantasy,48.23,104,215,344.77,417.28,4,"[{""grams"": 101.04, ""color"": ""Esun Cold White""}, {""grams"": 26.07, ""color"": ""Esun Black""}, {""grams"": 243.67, ""color"": ""Sunlu Silk (Light Gold)""}, {""grams"": 46.5, ""color"": ""Sunlu Silk (Silver)""}]",23.95,3.32,8.39,0.7,51.7,79.9,48861.0,61127.5,65536.0,504.0,3192.0,False,"[30.13, 15.0, 60.13, 38.75]",712.5,53,97,15.31,0.158,True,0.08,0.2,0.124,3144399.3,1435161,44.6,1160389,179778,97,260054.1,"{""outer_wall"": 43.7, ""infill"": 24.1, ""inner_wall"": 21.7, ""prime_tower"": 9.9, ""bridge"": 0.5, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 56413.6, ""outer_wall"": 113671.4, ""infill"": 62591.4, ""prime_tower"": 25834.4, ""overhang"": 44.9, ""bridge"": 1356.8}",25834.4,0.0,94068,218,969.8,30.05,59.0,53,4419.1,2254.0,4576.6,2.22
X1C_DragonHatchling_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_DragonHatchling_Fantasy,X1C_DragonHatchling_Fantasy_Data.tsv,X1C_DragonHatchling_Fantasy_Full.gcode.3mf,X1C,Standard,DragonHatchling_Fantasy,,Fantasy,33.85,102,217,326.84,415.86,4,"[{""grams"": 101.67, ""color"": ""Esun Cold White""}, {""grams"": 25.47, ""color"": ""Esun Black""}, {""grams"": 233.95, ""color"": ""Esun Red""}, {""grams"": 54.77, ""color"": ""Esun Yellow""}]",15.94,3.2,6.21,0.87,72.3,78.4,47934.0,61140.0,65536.0,504.0,3192.0,False,"[32.61, 15.0, 67.61, 35.0]",700.0,52,97,15.31,0.158,True,0.08,0.2,0.124,3117269.2,1247635,46.3,1010264,182613,97,262147.5,"{""outer_wall"": 44.6, ""infill"": 22.0, ""inner_wall"": 20.8, ""prime_tower"": 12.0, ""bridge"": 0.5, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 54519.2, ""outer_wall"": 117014.8, ""infill"": 57731.1, ""prime_tower"": 31468.1, ""overhang"": 51.2, ""bridge"": 1221.5}",31468.1,0.0,92360,220,952.2,21.07,68.0,52,4436.3,2261.9,4570.6,2.24
X1C_Elf_Common_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_Elf_Common_Fantasy,X1C_Elf_Common_Fantasy_Data.tsv,X1C_Elf_Common_Fantasy_Full.gcode.3mf,X1C,Standard,Elf_Common_Fantasy,,Fantasy,41.97,90,194,286.43,371.24,4,"[{""grams"": 19.8, ""color"": ""Esun Cold White""}, {""grams"": 91.61, ""color"": ""Esun Beige""}, {""grams"": 183.93, ""color"": ""Esun Pine Green""}, {""grams"": 75.9, ""color"": ""Esun Orange""}]",23.74,3.18,8.79,0.94,51.5,73.0,44607.2,61076.2,65536.0,504.0,3192.0,False,"[29.9, 15.0, 94.9, 26.75]",763.8,46,85,11.86,0.14,True,0.08,0.2,0.125,2983524.3,1276648,46.3,1043100,178371,85,248268.7,"{""outer_wall"": 38.7, ""infill"": 25.7, ""inner_wall"": 23.1, ""prime_tower"": 12.0, ""bridge"": 0.3, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 57412.9, ""outer_wall"": 96013.5, ""infill"": 63923.0, ""prime_tower"": 29912.3, ""overhang"": 42.5, ""bridge"": 822.9}",29912.3,0.0,83714,197,984.9,29.87,77.0,46,4746.9,2422.9,4950.0,2.28
X1C_Elf_RARE_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_Elf_RARE_Fantasy,X1C_Elf_RARE_Fantasy_Data.tsv,X1C_Elf_RARE_Fantasy_Full.gcode.3mf,X1C,Standard,Elf_RARE_Fantasy,,RARE Fantasy,44.6,88,194,285.91,371.57,4,"[{""grams"": 35.62, ""color"": ""Esun Cold White""}, {""grams"": 93.03, ""color"": ""Esun Beige""}, {""grams"": 186.08, ""color"": ""Sunlu Silk (Bronze)""}, {""grams"": 56.84, ""color"": ""Esun Yellow""}]",26.06,3.25,9.36,0.97,47.4,72.3,43707.0,60452.5,65536.0,504.0,3192.0,False,"[36.28, 15.0, 66.28, 61.25]",1387.5,45,85,11.86,0.14,True,0.08,0.2,0.125,2987266.8,1270137,45.8,1022471,174994,85,246391.4,"{""outer_wall"": 38.1, ""infill"": 26.5, ""inner_wall"": 22.8, ""prime_tower"": 12.2, ""bridge"": 0.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 56283.5, ""outer_wall"": 93896.9, ""infill"": 65267.2, ""prime_tower"": 30179.5, ""overhang"": 41.7, ""bridge"": 581.1}",30179.5,0.0,81882,197,963.3,31.75,65.0,45,4805.0,2446.6,4972.1,2.28
X1C_Fairy_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_Fairy_Fantasy,X1C_Fairy_Fantasy_Data.tsv,X1C_Fairy_Fantasy_Full.gcode.3mf,X1C,Standard,Fairy_Fantasy,,Fantasy,28.03,89,179,263.8,339.08,4,"[{""grams"": 53.77, ""color"": ""Esun Cold White""}, {""grams"": 80.97, ""color"": ""Esun Black""}, {""grams"": 110.84, ""color"": ""Esun Pink""}, {""grams"": 93.5, ""color"": ""Esun Beige""}]",15.11,2.96,6.38,0.85,76.2,76.5,46735.2,61082.5,65536.0,504.0,3192.0,False,"[44.6, 15.66, 74.6, 40.91]",757.5,45,69,10.71,0.155,True,0.08,0.2,0.148,2921100.2,1079976,50.4,878554,142998,69,213169.4,"{""outer_wall"": 40.2, ""infill"": 26.5, ""inner_wall"": 20.6, ""prime_tower"": 12.4, ""bridge"": 0.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 44003.1, ""outer_wall"": 85634.1, ""infill"": 56470.5, ""prime_tower"": 26534.7, ""overhang"": 15.9, ""bridge"": 369.6}",26534.7,0.0,69854,182,1012.4,24.62,88.0,45,4146.9,2077.9,4246.6,2.59
X1C_FireDragon_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_FireDragon_Fantasy,X1C_FireDragon_Fantasy_Data.tsv,X1C_FireDragon_Fantasy_Full.gcode.3mf,X1C,Standard,FireDragon_Fantasy,,Fantasy,27.47,82,164,276.59,355.55,4,"[{""grams"": 33.25, ""color"": ""Esun Cold White""}, {""grams"": 228.96, ""color"": ""Esun Orange""}, {""grams"": 58.21, ""color"": ""Esun Red""}, {""grams"": 35.13, ""color"": ""Esun Yellow""}]",16.2,3.37,5.96,0.96,71.7,72.2,44379.2,61487.5,65536.0,504.0,3192.0,False,"[31.2, 15.0, 61.2, 26.75]",352.5,42,73,14.69,0.201,True,0.199,0.22,0.206,2211958.3,1231790,44.9,1043145,150293,73,222997.1,"{""outer_wall"": 44.4, ""inner_wall"": 21.8, ""infill"": 20.7, ""prime_tower"": 12.5, ""bridge"": 0.5, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 48668.1, ""outer_wall"": 99072.1, ""infill"": 46203.3, ""prime_tower"": 27823.9, ""overhang"": 15.0, ""bridge"": 1073.2}",27823.9,0.0,72964,167,999.5,22.75,73.0,42,4646.6,2351.9,4842.1,2.25
X1C_FirePuff_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_FirePuff_Fantasy,X1C_FirePuff_Fantasy_Data.tsv,X1C_FirePuff_Fantasy_Full.gcode.3mf,X1C,Standard,FirePuff_Fantasy,,Fantasy,24.05,89,117,255.55,312.21,4,"[{""grams"": 11.88, ""color"": ""Esun Cold White""}, {""grams"": 7.42, ""color"": ""Esun Black""}, {""grams"": 229.18, ""color"": ""Esun Orange""}, {""grams"": 63.73, ""color"": ""Esun Red""}]",13.57,2.87,5.65,0.64,88.8,70.0,42801.5,61176.0,65536.0,504.0,3192.0,False,"[35.56, 11.52, 67.56, 32.27]",664.0,45,79,12.45,0.158,True,0.096,0.2,0.138,2154106.0,895101,43.0,747791,128269,79,187223.0,"{""outer_wall"": 40.9, ""infill"": 25.0, ""inner_wall"": 22.8, ""prime_tower"": 10.6, ""bridge"": 0.5, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 42743.5, ""outer_wall"": 76655.9, ""infill"": 46879.0, ""prime_tower"": 19925.5, ""overhang"": 9.1, ""bridge"": 868.4}",19925.5,0.0,51136,120,647.3,18.4,55.0,45,3716.2,1890.9,3776.8,1.48
X1C_Genie_Common_Fantasy,C:\ZB_Designs\Fantasy\X1C_Fantasy\X1C_Standard_Fantasy\X1C_Genie_Common_Fantasy,X1C_Genie_Common_Fantasy_Data.tsv,X1C_Genie_Common_Fantasy_Full.gcode.3mf,X1C,Standard,Genie_Common_Fantasy,,Fantasy,27.47,82,173,259.8,330.89,4,"[{""grams"": 13.15, ""color"": ""Esun Cold White""}, {""grams"": 122.98, ""color"": ""Esun Very Perri""}, {""grams"": 78.07, ""color"": ""Esun Magenta""}, {""grams"": 116.69, ""color"": ""Esun Blue""}]",16.16,3.17,6.34,0.87,71.7,74.4,45578.2,61225.0,65536.0,504.0,3192.0,False,"[27.85, 15.0, 42.85, 56.0]",615.0,42,76,11.84,0.156,True,0.102,0.2,0.156,2391766.7,1009212,45.9,819070,152954,76,212579.8,"{""outer_wall"": 41.8, ""infill"": 23.8, ""inner_wall"": 22.2, ""prime_tower"": 11.9, ""bridge"": 0.4, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 47123.0, ""outer_wall"": 88762.8, ""infill"": 50565.6, ""prime_tower"": 25209.7, ""bridge"": 765.5, ""overhang"": 11.6}",25209.7,0.0,72388,176,952.5,21.87,77.0,42,4460.8,2263.5,4588.1,2.28
